319301, -0.06, 0.34, 0.62
319321, -0.01, 0.39, 0.67
319341, -0.04, 0.37, 0.96
319361, -0.02, 0.27, 0.89
319380, 0.03, 0.13, 0.70
319401, -0.04, 0.06, 0.43
319421, -0.30, 0.13, -0.34
319440, -0.19, 0.03, -1.28
319461, 0.22, 0.04, -1.51
319481, 0.80, -0.03, -0.12
319501, 0.73, -0.14, 3.88
319521, 0.36, 0.11, 4.76
319541, 0.13, 0.36, 3.19
319560, -0.37, 0.85, 2.18
319580, -0.20, 0.62, 1.21
319600, -0.03, 0.29, 0.94
319620, 0.10, 0.02, 0.99
319640, 0.14, -0.05, 0.91
319661, 0.22, -0.01, 0.89
319681, 0.14, 0.18, 0.86
319701, 0.03, 0.31, 0.80
319720, -0.01, 0.26, 0.84
319740, -0.03, 0.20, 0.87
319760, -0.03, 0.19, 0.84
319780, -0.05, 0.19, 0.78
319800, -0.06, 0.17, 0.76
319820, -0.04, 0.12, 0.76
319840, -0.05, 0.12, 0.72
319860, -0.04, 0.12, 0.63
319880, -0.04, 0.12, 0.53
319900, -0.05, 0.15, 0.35
319920, -0.14, 0.24, 0.02
319940, -0.16, 0.29, -0.60
319960, 0.05, 0.27, -1.06
319980, 0.54, -0.03, -0.03
320000, 0.68, -0.43, 2.23
320020, 0.41, -0.37, 3.79
320040, 0.19, 0.15, 3.37
320060, -0.02, 0.45, 2.39
320080, -0.07, 0.44, 1.61
320100, 0.04, 0.28, 1.18
320120, 0.14, 0.17, 0.93
320140, 0.19, 0.14, 0.82
320160, 0.17, 0.09, 0.86
320180, 0.15, 0.08, 0.82
320199, 0.11, 0.09, 0.83
320220, 0.02, 0.12, 0.85
320240, -0.00, 0.12, 0.83
320260, -0.00, 0.13, 0.79
320280, -0.01, 0.15, 0.84
320300, -0.00, 0.17, 0.82
320320, -0.02, 0.18, 0.79
320340, -0.01, 0.19, 0.82
320360, -0.00, 0.16, 0.81
320380, -0.03, 0.16, 0.83
320399, -0.02, 0.14, 0.79
320420, -0.03, 0.12, 0.75
320440, -0.03, 0.10, 0.64
320459, -0.13, 0.16, 0.40
320479, -0.23, 0.27, -0.11
320500, -0.18, 0.30, -0.78
320520, 0.16, 0.35, -0.69
320539, 0.60, 0.26, 0.60
320560, 0.87, -0.36, 3.07
320579, 0.62, -0.35, 3.95
320599, 0.30, -0.06, 2.80
320619, 0.07, 0.27, 1.72
320640, 0.00, 0.24, 1.30
320660, 0.03, 0.20, 1.04
320679, -0.00, 0.20, 0.92
320699, 0.02, 0.14, 0.83
320719, 0.04, 0.13, 0.78
320739, 0.02, 0.16, 0.72
320759, 0.03, 0.15, 0.76
320780, 0.05, 0.15, 0.77
320799, 0.06, 0.11, 0.83
320819, 0.08, 0.12, 0.85
320839, 0.06, 0.14, 0.88
320859, 0.04, 0.14, 0.87
320879, 0.05, 0.14, 0.88
320899, 0.03, 0.11, 0.85
320919, 0.02, 0.12, 0.81
320939, 0.01, 0.13, 0.75
320959, -0.01, 0.10, 0.69
320979, -0.03, 0.12, 0.51
320999, -0.18, 0.15, 0.09
321019, -0.26, 0.15, -0.54
321039, -0.25, 0.20, -0.93
321059, 0.41, 0.20, -0.03
321079, 0.77, -0.25, 2.46
321099, 0.79, -0.40, 3.85
321119, 0.75, 0.03, 3.01
321139, 0.27, 0.46, 1.87
321159, 0.02, 0.50, 1.24
321178, 0.07, 0.31, 0.94
321198, 0.10, 0.14, 0.87
321219, 0.15, 0.06, 0.85
321239, 0.16, 0.01, 0.87
321259, 0.14, 0.08, 0.81
321279, 0.10, 0.14, 0.80
321299, 0.08, 0.16, 0.85
321318, 0.08, 0.17, 0.84
321338, 0.09, 0.17, 0.89
321359, 0.10, 0.17, 0.93
321379, 0.09, 0.14, 0.92
321399, 0.10, 0.09, 0.90
321418, 0.08, 0.09, 0.93
321438, 0.08, 0.09, 0.90
321458, 0.07, 0.13, 0.86
321478, 0.05, 0.12, 0.81
321499, 0.04, 0.10, 0.62
321519, -0.15, 0.17, 0.15
321539, -0.13, 0.30, -0.71
321558, 0.13, 0.05, -1.00
321578, 0.68, 0.10, 0.15
321598, 0.82, -0.21, 2.69
321618, 0.57, -0.01, 3.58
321638, 0.30, 0.33, 2.61
321658, -0.12, 0.65, 1.80
321678, -0.12, 0.46, 1.28
321698, 0.06, 0.21, 1.02
321718, 0.14, 0.05, 0.97
321738, 0.20, 0.02, 0.90
321758, 0.19, 0.06, 0.85
321778, 0.16, 0.13, 0.79
321798, 0.13, 0.17, 0.80
321818, 0.10, 0.16, 0.84
321838, 0.09, 0.13, 0.84
321858, 0.10, 0.10, 0.91
321878, 0.09, 0.11, 0.91
321898, 0.12, 0.11, 0.92
321918, 0.11, 0.08, 0.89
321938, 0.09, 0.10, 0.90
321958, 0.06, 0.13, 0.86
321978, 0.06, 0.11, 0.82
321998, 0.04, 0.13, 0.74
322017, 0.03, 0.14, 0.58
322038, -0.12, 0.17, 0.24
322057, -0.25, 0.27, -0.49
322078, -0.15, 0.13, -1.03
322098, 0.40, 0.15, -0.72
322118, 1.04, -0.62, 2.35
322138, 0.85, -0.41, 4.65
322157, 0.47, 0.34, 3.00
322178, -0.15, 0.90, 1.62
322197, -0.24, 0.74, 1.05
322217, -0.01, 0.27, 0.77
322237, 0.14, -0.02, 0.85
322257, 0.23, -0.08, 0.90
322277, 0.23, 0.02, 0.86
322297, 0.16, 0.12, 0.88
322317, 0.14, 0.17, 0.90
322337, 0.09, 0.17, 0.89
322358, 0.08, 0.12, 0.90
322378, 0.06, 0.10, 0.88
322397, 0.05, 0.08, 0.84
322417, 0.06, 0.09, 0.83
322437, 0.04, 0.11, 0.80
322457, 0.05, 0.12, 0.79
322477, 0.03, 0.13, 0.78
322498, 0.02, 0.16, 0.71
322517, 0.04, 0.15, 0.63
322537, -0.08, 0.19, 0.43
322557, -0.17, 0.29, -0.08
322577, -0.19, 0.37, -0.87
322597, 0.41, 0.23, -0.35
322617, 0.54, -0.39, 1.71
322637, 0.89, -0.47, 3.64
322657, 0.44, 0.04, 3.26
322677, -0.08, 0.68, 1.95
322697, -0.28, 0.83, 1.02
322717, -0.08, 0.39, 0.94
322737, 0.03, 0.09, 1.00
322757, 0.14, -0.09, 1.01
322777, 0.13, -0.05, 0.96
322797, 0.10, 0.07, 0.85
322817, 0.03, 0.22, 0.78
322837, 0.02, 0.24, 0.79
322857, 0.01, 0.24, 0.78
322877, 0.03, 0.20, 0.82
322897, 0.02, 0.17, 0.84
322916, 0.03, 0.15, 0.85
322936, 0.01, 0.13, 0.84
322957, 0.01, 0.14, 0.82
322977, -0.00, 0.13, 0.78
322997, -0.00, 0.10, 0.72
323017, -0.01, 0.12, 0.49
323037, -0.13, 0.21, 0.23
323057, -0.10, 0.24, -0.23
323076, 0.00, 0.27, -0.64
323096, 0.35, 0.31, -0.17
323116, 0.58, 0.04, 1.95
323136, 0.53, -0.21, 3.67
323157, 0.24, 0.13, 3.10
323177, -0.04, 0.51, 1.95
323197, -0.14, 0.59, 1.30
323216, -0.07, 0.33, 1.03
323236, 0.03, 0.07, 0.98
323257, 0.10, -0.01, 0.96
323277, 0.13, -0.03, 0.91
323296, 0.11, 0.04, 0.88
323317, 0.07, 0.12, 0.82
323336, 0.04, 0.15, 0.77
323356, 0.02, 0.16, 0.75
323376, 0.02, 0.18, 0.74
323396, -0.00, 0.18, 0.72
323416, -0.01, 0.17, 0.73
323436, 0.00, 0.16, 0.75
323456, -0.00, 0.13, 0.74
323476, -0.00, 0.12, 0.72
323496, 0.00, 0.11, 0.68
323516, -0.04, 0.15, 0.48
323536, -0.17, 0.22, -0.06
323556, -0.07, 0.20, -0.62
323576, 0.29, 0.24, -0.41
323596, 0.46, 0.03, 1.40
323616, 0.47, -0.03, 3.12
323636, 0.37, 0.05, 3.27
323656, 0.16, 0.36, 2.66
323676, -0.09, 0.56, 1.71
323696, 0.02, 0.39, 1.21
323716, 0.10, 0.19, 1.15
323736, 0.16, 0.05, 0.98
323756, 0.18, 0.03, 0.85
323775, 0.14, 0.09, 0.80
323795, 0.10, 0.11, 0.70
323816, 0.04, 0.19, 0.64
323836, 0.01, 0.20, 0.60
323856, 0.01, 0.15, 0.61
323876, -0.01, 0.13, 0.61
323896, -0.04, 0.12, 0.58
323916, -0.04, 0.12, 0.54
323936, -0.05, 0.11, 0.43
323956, -0.08, 0.12, 0.26
323976, -0.06, 0.12, 0.00
323995, -0.01, 0.15, -0.20
324015, 0.17, 0.16, -0.06
324035, 0.37, 0.17, 0.72
324055, 0.52, 0.02, 2.23
324075, 0.43, 0.10, 3.30
324095, 0.28, 0.18, 3.14
324116, 0.22, 0.44, 2.46
324136, 0.06, 0.51, 1.58
324155, 0.20, 0.22, 1.24
324175, 0.13, 0.10, 0.92
324195, 0.13, 0.04, 0.69
324215, 0.09, 0.08, 0.66
324235, 0.08, 0.17, 0.53
324255, 0.04, 0.19, 0.53
324276, 0.06, 0.24, 0.53
324295, -0.00, 0.20, 0.36
324315, -0.02, 0.18, 0.37
324335, -0.08, 0.16, 0.34
324355, -0.03, 0.11, 0.20
324375, -0.03, 0.14, 0.06
324395, -0.02, 0.15, -0.03
324415, 0.18, 0.15, 0.24
324435, 0.38, -0.05, 0.86
324455, 0.42, -0.36, 2.13
324475, 0.43, -0.32, 3.00
324495, 0.23, 0.02, 2.89
324515, 0.09, 0.34, 2.12
324535, 0.02, 0.45, 1.49
324555, 0.09, 0.25, 1.17
324575, 0.12, 0.06, 0.99
324595, 0.12, -0.04, 0.87
324615, 0.09, -0.05, 0.82
324635, 0.06, 0.04, 0.70
324655, -0.00, 0.11, 0.60
324675, -0.00, 0.14, 0.56
324695, -0.02, 0.16, 0.51
324715, -0.02, 0.13, 0.46
324735, -0.03, 0.11, 0.40
324755, -0.03, 0.11, 0.27
324775, -0.05, 0.18, 0.12
324795, -0.06, 0.17, 0.03
324814, 0.07, 0.11, 0.16
324835, 0.36, 0.01, 0.78
324855, 0.45, -0.10, 1.92
324875, 0.51, -0.22, 2.90
324894, 0.33, -0.05, 2.75
324914, 0.12, 0.27, 2.00
324934, -0.00, 0.39, 1.40
324954, 0.04, 0.22, 1.15
324975, 0.06, 0.06, 0.94
324995, 0.09, -0.01, 0.83
325015, 0.07, 0.01, 0.73
325034, 0.07, 0.08, 0.63
325054, 0.04, 0.14, 0.57
325074, 0.01, 0.19, 0.51
325094, 0.00, 0.20, 0.48
325114, -0.01, 0.16, 0.43
325134, -0.06, 0.17, 0.31
325154, -0.07, 0.16, 0.08
325174, -0.04, 0.13, -0.09
325194, 0.10, 0.12, -0.04
325214, 0.36, 0.06, 0.59
325234, 0.52, -0.07, 1.73
325254, 0.61, -0.12, 2.72
325274, 0.40, -0.01, 2.89
325294, 0.17, 0.22, 2.24
325314, 0.05, 0.34, 1.55
325334, 0.07, 0.22, 1.26
325354, 0.10, 0.11, 1.04
325374, 0.14, 0.02, 0.89
325394, 0.15, 0.04, 0.79
325414, 0.11, 0.10, 0.67
325434, 0.07, 0.11, 0.58
325454, 0.04, 0.10, 0.46
325474, 0.01, 0.06, 0.39
325494, -0.04, 0.07, 0.22
325514, -0.13, 0.18, -0.11
325534, -0.02, 0.22, -0.22
325554, 0.12, 0.28, -0.05
325573, 0.47, -0.00, 0.94
325593, 0.52, -0.19, 2.30
325613, 0.40, -0.08, 2.74
325634, 0.17, -0.01, 2.42
325653, -0.02, 0.18, 1.81
325674, -0.01, 0.22, 1.26
325694, 0.05, 0.08, 1.08
325713, 0.08, 0.04, 0.99
325733, 0.09, 0.02, 0.88
325753, 0.09, 0.06, 0.78
325773, 0.06, 0.11, 0.67
325794, 0.02, 0.14, 0.55
325814, 0.01, 0.14, 0.38
325834, -0.06, 0.20, 0.12
325853, -0.11, 0.21, -0.33
325873, 0.04, 0.14, -0.35
325893, 0.19, 0.20, -0.11
325913, 0.46, 0.13, 0.93
325933, 0.56, -0.07, 2.22
325953, 0.50, -0.10, 2.99
325973, 0.25, 0.05, 2.86
325993, 0.03, 0.30, 2.12
326013, 0.09, 0.33, 1.32
326033, 0.03, 0.28, 1.22
326053, 0.10, 0.10, 0.97
326073, 0.12, 0.04, 0.83
326093, 0.11, 0.06, 0.73
326113, 0.08, 0.15, 0.59
326133, 0.05, 0.18, 0.55
326153, 0.01, 0.18, 0.51
326173, -0.03, 0.15, 0.43
326193, -0.06, 0.12, 0.36
326213, -0.06, 0.13, 0.23
326233, -0.04, 0.14, 0.05
326253, -0.08, 0.10, -0.09
326273, 0.02, 0.12, -0.17
326292, 0.29, 0.05, 0.36
326313, 0.51, -0.01, 1.75
326333, 0.49, -0.04, 3.07
326353, 0.27, 0.15, 3.15
326373, 0.00, 0.39, 2.36
326393, -0.12, 0.46, 1.27
326413, -0.05, 0.37, 1.08
326432, 0.05, 0.16, 0.87
326453, 0.14, -0.01, 0.85
326472, 0.16, -0.04, 0.78
326492, 0.13, 0.01, 0.65
326512, 0.02, 0.12, 0.70
326533, -0.02, 0.17, 0.72
326552, -0.04, 0.17, 0.70
326572, -0.04, 0.15, 0.67
326592, -0.02, 0.12, 0.60
326612, -0.02, 0.11, 0.44
326633, -0.14, 0.14, -0.01
326653, -0.11, 0.16, -0.52
326672, -0.24, 0.47, -0.92
326693, 0.44, 0.52, 0.12
326713, 1.02, -0.23, 2.76
326733, 0.60, 0.14, 4.37
326752, 0.55, 0.14, 3.04
326772, 0.06, 0.28, 1.68
326792, -0.11, 0.36, 0.92
326812, -0.04, 0.31, 0.86
326832, 0.05, 0.22, 0.81
326852, 0.14, 0.10, 0.92
326872, 0.15, 0.04, 0.98
326892, 0.12, -0.03, 0.95
326912, 0.07, 0.05, 0.87
326933, 0.02, 0.14, 0.84
326952, 0.01, 0.19, 0.75
326972, 0.01, 0.19, 0.59
326992, -0.00, 0.20, 0.44
327012, -0.05, 0.20, 0.11
327032, -0.24, 0.28, -0.45
327052, -0.10, 0.30, -0.81
327072, 0.15, 0.32, -0.36
327092, 0.60, 0.06, 1.06
327112, 0.79, -0.31, 2.61
327132, 0.50, -0.07, 3.64
327152, 0.34, -0.02, 2.77
327172, -0.05, 0.30, 1.59
327192, 0.01, 0.36, 0.90
327212, 0.10, 0.27, 1.05
327231, 0.21, 0.11, 1.01
327252, 0.22, -0.00, 1.07
327272, 0.15, 0.00, 1.03
327292, 0.06, 0.03, 0.89
327312, -0.00, 0.07, 0.76
327332, -0.02, 0.11, 0.65
327352, -0.03, 0.17, 0.57
327372, -0.04, 0.18, 0.38
327392, -0.06, 0.17, 0.18
327412, -0.13, 0.17, -0.12
327431, -0.07, 0.11, -0.43
327452, 0.00, 0.04, -0.46
327472, 0.34, -0.03, -0.20
327492, 0.58, -0.07, 0.90
327511, 0.72, -0.05, 2.17
327531, 0.70, 0.00, 3.17
327552, 0.20, 0.13, 3.43
327572, -0.06, 0.32, 2.37
327592, -0.03, 0.41, 1.59
327612, 0.04, 0.27, 1.37
327631, 0.14, 0.12, 1.16
327651, 0.18, 0.04, 0.96
327671, 0.16, 0.07, 0.79
327691, 0.09, 0.12, 0.61
327711, 0.06, 0.11, 0.48
327731, -0.01, 0.11, 0.48
327751, -0.00, 0.11, 0.45
327771, -0.01, 0.12, 0.49
327791, 0.01, 0.10, 0.53
327812, 0.01, 0.11, 0.52
327831, 0.02, 0.09, 0.49
327851, 0.04, 0.09, 0.38
327871, -0.03, 0.08, 0.18
327891, -0.14, 0.12, -0.00
327911, 0.07, 0.05, 0.11
327931, 0.33, 0.02, 0.71
327951, 0.43, -0.03, 1.95
327971, 0.52, 0.02, 3.28
327991, 0.25, 0.19, 3.26
328011, 0.06, 0.35, 2.06
328031, -0.00, 0.34, 1.08
328051, 0.03, 0.15, 0.87
328071, 0.06, 0.08, 0.87
328091, 0.06, 0.06, 0.72
328111, 0.03, 0.11, 0.69
328131, 0.02, 0.14, 0.63
328151, 0.01, 0.15, 0.65
328171, -0.02, 0.14, 0.65
328191, -0.02, 0.13, 0.68
328211, -0.05, 0.16, 0.60
328231, -0.06, 0.16, 0.45
328251, -0.19, 0.20, 0.11
328270, -0.15, 0.18, -0.32
328291, -0.02, 0.06, -0.56
328311, 0.57, 0.04, -0.14
328330, 0.65, 0.07, 1.58
328351, 0.61, 0.20, 3.18
328371, 0.36, 0.22, 3.28
328391, 0.05, 0.38, 2.49
328411, -0.15, 0.31, 1.47
328430, -0.07, 0.18, 1.17
328450, 0.04, 0.10, 1.09
328471, 0.11, 0.08, 0.95
328491, 0.14, 0.12, 0.82
328511, 0.12, 0.15, 0.77
328531, 0.08, 0.15, 0.70
328551, 0.02, 0.11, 0.67
328571, -0.00, 0.11, 0.66
328590, -0.02, 0.14, 0.59
328610, -0.05, 0.16, 0.61
328630, -0.07, 0.12, 0.51
328650, -0.11, 0.14, 0.23
328670, -0.16, 0.17, -0.25
328690, -0.01, 0.09, -0.49
328710, 0.25, 0.10, -0.16
328730, 0.57, 0.10, 0.81
328750, 0.75, -0.02, 2.37
328770, 0.55, 0.09, 3.13
328790, 0.24, 0.31, 2.75
328810, -0.07, 0.56, 2.12
328830, -0.04, 0.37, 1.56
328850, 0.06, 0.26, 1.33
328870, 0.14, 0.14, 1.18
328890, 0.19, 0.07, 1.03
328910, 0.17, 0.08, 0.85
328930, 0.11, 0.08, 0.68
328950, 0.06, 0.07, 0.55
328970, 0.00, 0.06, 0.46
328990, -0.02, 0.08, 0.41
329010, -0.05, 0.12, 0.33
329029, -0.11, 0.14, 0.19
329050, -0.13, 0.20, -0.06
329070, -0.08, 0.23, -0.21
329090, -0.01, 0.15, -0.16
329110, 0.27, 0.08, 0.11
329130, 0.56, -0.11, 1.14
329150, 0.70, -0.08, 2.49
329170, 0.67, 0.10, 3.25
329190, 0.35, 0.25, 2.99
329210, 0.06, 0.46, 1.93
329230, -0.01, 0.42, 1.21
329250, 0.00, 0.34, 1.01
329270, 0.07, 0.26, 0.88
329290, 0.18, 0.16, 0.75
329310, 0.19, 0.08, 0.66
329330, 0.13, 0.11, 0.64
329350, 0.05, 0.15, 0.62
329370, 0.01, 0.14, 0.61
329390, -0.01, 0.15, 0.59
329409, -0.03, 0.12, 0.61
329429, -0.02, 0.10, 0.58
329449, -0.01, 0.11, 0.57
329469, 0.01, 0.10, 0.50
329489, -0.05, 0.15, 0.34
329509, -0.19, 0.21, -0.00
329529, -0.10, 0.12, -0.41
329549, 0.34, 0.07, 0.27
329569, 0.49, 0.15, 1.91
329589, 0.52, 0.16, 3.22
329609, 0.32, 0.33, 3.07
329629, -0.00, 0.56, 2.04
329649, -0.09, 0.56, 1.20
329669, -0.07, 0.33, 0.93
329689, 0.04, 0.13, 0.88
329709, 0.11, 0.01, 0.84
329729, 0.11, -0.00, 0.82
329749, 0.04, 0.11, 0.78
329769, 0.00, 0.18, 0.76
329789, -0.03, 0.20, 0.74
329809, -0.06, 0.20, 0.72
329829, -0.03, 0.19, 0.73
329848, -0.04, 0.19, 0.69
329869, -0.04, 0.16, 0.60
329889, -0.05, 0.16, 0.42
329909, -0.12, 0.14, 0.10
329928, -0.10, 0.12, -0.25
329949, -0.08, 0.12, -0.46
329969, 0.29, 0.22, 0.11
329988, 0.58, 0.13, 1.62
330008, 0.60, 0.05, 3.26
330029, 0.39, 0.10, 3.25
330049, 0.09, 0.36, 2.30
330069, -0.02, 0.36, 1.16
330089, 0.03, 0.29, 1.04
330109, 0.10, 0.22, 1.05
330129, 0.17, 0.19, 0.99
330149, 0.17, 0.18, 0.85
330169, 0.10, 0.16, 0.68
330189, 0.03, 0.15, 0.58
330209, -0.03, 0.14, 0.49
330228, -0.06, 0.14, 0.42
330248, -0.15, 0.17, 0.25
330268, -0.30, 0.25, -0.15
330289, -0.17, 0.22, -0.42
330308, -0.01, 0.32, -0.10
330328, 0.26, 0.31, 0.75
330348, 0.49, 0.06, 2.20
330368, 0.52, -0.04, 2.70
330389, 0.40, -0.01, 2.59
330409, 0.18, 0.11, 2.00
330429, 0.05, 0.24, 1.27
330448, 0.05, 0.19, 1.01
330468, 0.08, 0.13, 0.92
330488, 0.08, 0.15, 0.89
330508, 0.09, 0.17, 0.85
330528, 0.08, 0.21, 0.75
330548, 0.04, 0.21, 0.68
330568, -0.02, 0.18, 0.64
330588, -0.06, 0.13, 0.57
330608, -0.10, 0.08, 0.42
330628, -0.18, 0.08, 0.10
330648, -0.13, 0.04, -0.34
330668, 0.06, -0.12, -0.22
330688, 0.34, 0.14, 0.48
330708, 0.73, 0.19, 1.70
330728, 0.78, -0.14, 2.72
330748, 0.23, 0.56, 3.23
330768, 0.24, 0.21, 1.95
330788, 0.07, 0.24, 1.14
330808, 0.06, 0.10, 1.09
330828, 0.07, -0.00, 0.98
330847, 0.12, 0.04, 0.93
330867, 0.10, 0.11, 0.88
